OTU,Domain,Phylum,Class,Order,Family,Genus,Species
0c4e66af6c89864dca84b8aa1fee40c6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
f822ccc967476b9c448621db754a7ebc,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,uncultured_bacterium
80d21b6f8906e929939fc830b8371925,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,
b16e22e9fce9c998e938a4c52785a4c0,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Commensalibacter,
c043ae5ce2f93b9a98b0b42832bdedc9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,
854ef574f1ea41dcca179f99238a6600,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,uncultured_bacterium
83a03798532fbf845309554b681b7420,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Botryosphaeria_dothidea
621d252508fb67c9debd76cf5c0b15f8,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,
41d5951cae26f13109edce005b468495,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
e7ee4c90f870b03214f5e86519a99491,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,uncultured_bacterium
b0e400f9119b553bc6a651856c2ba671,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
168578ba093b641392149d5c9b9f39e9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,
e2b2ca149f244870a75dc194355be760,Unassigned,,,,,,
5b697eef04b9fec30a0e2e2ba993e55c,Unassigned,,,,,,
40dee41089fc6076c1e7e5ba403c2911,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
66947ef5ee06078e9912d9b3041a9f72,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
3a02f11000fbcb8cb977f1a95d8bc340,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,
6a2d78052b85a7bb50d2b0197e345741,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
facc9495a7929583148f6dc1a9ef198d,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
9b5d7e98a407963dce50c26bf3484019,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,
f4714ab7c1001797aebb5ee7c8d9cdd9,Unassigned,,,,,,
153ad738fb54aa81b5467a11ec4f2fd9,Unassigned,,,,,,
ddb3276441305c035089a0ad69846c10,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Rickettsiella,
e734c53e196171ebbc72f770b012ddef,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineococcus,
84f575e363abba3ccd5471e103f86cca,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
0a8fdcdeab017a6d5ed17922420f8aaa,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Patulibacter,
98a97c8c238eded7aa70ac0af471c46f,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis,
c5361f10e848108decc95af1025d1057,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,
9c49c694a177e61ab5663cf5ee077b8e,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
92e720b5d7a57a3d895180244435fb80,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Chryseolinea,uncultured_bacterium
2752ce431abbd1abc45ce66eff0a9651,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
84159896b1d88b524a023da653636340,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured_bacterium
c97fb2df324f5de74331426ee0c9a496,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,uncultured,
8de15ebf85557e84ce93d9729316ebd6,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
415e83bc193eb5948667eca902a1afe0,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,uncultured_bacterium
05bf8f780273e488c752a382a6d2c49c,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,
b250d27301547aede6c1d52ce67e6e2b,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
ed179e1bd1cdebe1a54855b6b42b8ed1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,
671f83685d01eb0675da27df5bb25019,Unassigned,,,,,,
a484811d307f656f38a08387805fe9c3,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma,
1d8bc051271a7c85ee1730f806afae90,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Botryosphaeria_dothidea
7ad649d7aea6a3624a9e063f88ef7d69,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
10f6b854939caecc1a065520156e6b86,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
d79d8da4c09bc3726763136b47cfd7f4,Unassigned,,,,,,
1ad081dbb956f3379220b5802dc30992,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium,uncultured_bacterium
15cc2bf7854590cb66fbc575a8fec700,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadales,Armatimonadales,uncultured_bacterium
938ff2e0930d54efa0b96b2b06c250e9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,
afe2f4dcae3f5a7bebe4fa5c070e0596,Bacteria,WPS-2,WPS-2,WPS-2,WPS-2,WPS-2,uncultured_bacterium
b5ec43ba33f5b2e219df2fd52fa7ddf8,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,,
d3b8ce79a5b40cb4f3f1514b25518201,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,
d86a4954e288d8fb72d379877917aa4b,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium,uncultured_bacterium
c67588f28b6b94cbc8c19cd65e8d91f2,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadales,Armatimonadales,uncultured_bacterium
74645e6d69985e949da1e1a621ec59e2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aureimonas,
8f16a3b18a1853b98ce22f5ef9214fa1,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Aurantisolimonas,uncultured_bacterium
44a5c115c83f4864efda411fbbad46fa,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Botryosphaeria_dothidea
23620e81538019f85c727ec1791df244,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,uncultured_bacterium
e59a0ac1578c065034b30ef82f139fc3,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Chalicogloea_CCALA_975,
d6d9df049dac186e08e33904cac4960e,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,
9a0975a02a831b222a04ef3fb5bd9ed0,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Chroococcidiopsis_SAG_2023,uncultured_bacterium
abb3d31ed1c1f986ddb94d51af8e67ef,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,,
ad24777734451d7a51805369558b5675,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,,
52b888ab6dd2bc74486a57e49a5b8df7,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
b750171afb9e1f16cde6d252ac87b32e,Unassigned,,,,,,
961c6850278fcc220f8703befe2b376b,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured_bacterium
152ee0f9f3ecae508de2511557ceaec6,Bacteria,Cyanobacteria,Sericytochromatia,Sericytochromatia,Sericytochromatia,Sericytochromatia,uncultured_bacterium
aa1ac9467130789b43035fac9e198598,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhizobacter,
e3138c3e46861aa12e95a8bf9e106909,Unassigned,,,,,,
1888ab010972449cc606a2dfaa6a73ea,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,uncultured,uncultured,
7268d48910fb9cf5bd3124e8f8f0d31c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,
d956d27ff3576e0710b5fc5664f74e63,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,uncultured_bacterium
f79f019ed1c827b687bbd4f425ae7613,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
5aed8de42bbf1a1fe746b40489d7bf97,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,
cf111514bc8d1b80a3c681693d8de4a0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aureimonas,
6f111d6b8889c19a88cab3a76b886a20,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),Bryocella,uncultured_bacterium
808ec16e52813b96cf4213afc48e6351,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadales,Saccharimonadales,uncultured_bacterium
cab80ed777a8e36ea8ea6ace0f5f10b8,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,
afca1620a830aa57fe70029bab134d61,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
63512b36732e42061ca31aaf08a6e52e,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavitalea,
d06844eebc08518a5df9e81c7aa7ae8c,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Williamsia,
3d008a07a63e01193561eb4f27931678,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
893f998a57f8d7782182a7aa1cb8eeed,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,
b6f87174ad2aee4642c649c4929c9ad2,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium,uncultured_bacterium
5693e1f1d0b152ad0e3c8193e194231e,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Botryosphaeria_dothidea
65b440dd2c41c58ebc3e42e26f84f5d9,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
e95ebdc714d9bdd78845a8ab7310eab9,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma,uncultured_bacterium
d652b1bb01539524891de0628a198330,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,
fe14baa6bba338aa823a265b83ff595b,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,
a2b3f542567b4776af5edd8c2821d11f,Bacteria,WPS-2,WPS-2,WPS-2,WPS-2,WPS-2,uncultured_bacterium
b99f7753072cf592c81cbd2aeb8eb3e8,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
83a9f13f8083ca7f201afcdbdcc5df7d,Bacteria,Acidobacteriota,Blastocatellia,DS-100,DS-100,DS-100,
be20645bbc1ae923a62760cdd64f7e36,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
180671e9c3f83143e983dfe88711649a,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,uncultured_bacterium
9b06a697d8de99bd227a609444138a51,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Cystobacter,
89f7f62147a1ad460c79553863dd9b61,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,
e921e545e3e42c795f12a215f520b1e2,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,,
d26a1c19a487336445a6612f6d3ea367,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured_bacterium
3ef3bf00702397006fafc0fab1ba9d93,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
407548cf7a71de290486d93d4317f36d,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,
fcfff30f76bae9b4fe2ef8a9bbeb8f5c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,
ebc03c3fec208d4be65842d680317dd1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,uncultured_bacterium
561b2ca57f86b17f42ab472a62465f45,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,
e3eb915c6f183ddbd61f4d24dcd72916,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Annulohypoxylon_stygium
edbbef7ccede4d15e840330b626309ac,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,uncultured_bacterium
1eca57be5c79fecfccd6d79ba83f5679,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,uncultured_bacterium
54a8502c265236b2c374b5724f357f56,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
6b8e695e00c9651db12f26c964504d59,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexales,Oligoflexus,
880f1d31696e21e2c70d84b6772a5da3,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,uncultured_bacterium
1b8b65f43b50653113e8106be5dddbab,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Botryosphaeria_dothidea
66045d5f4f5591820aab3f4ab6b315b5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,
6498d5f933ee17a61e164b2902b0b603,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,
2a8e5c97c5ea3eb4a6a70d7e4d56b2d3,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,,
924bf3ba47cea1bc724529fe4f6eb7dd,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured,
0c786b2a8bfdba8d839a13dbe01db7d1,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
e24294ebe2083b52baf8002e87766903,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
a547885834b77efd906b6d3848a80426,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,
bd74e7857aa53bee114f646005edfdf1,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,
f2210c14c98b7c895485961ae8aa2f16,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,
96d51bfd831fe9bc35f7ccdd3feeab38,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,
cfad74fbac9cf78d64bd86c2a84f6985,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,uncultured_bacterium
0abefc621c500b76044d3013d9622908,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Parafilimonas,uncultured_bacterium
0b159a7df415aa58b5b151e50b633b73,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,,
bd65b53fc9871d4c791dcf42ad6816bb,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
4255ecf148f4a9d1e3b14495c5820bc0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured_bacterium
980a06ed7a55208ee5a854001adcc8f0,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaeraceae,uncultured_bacterium
a7b0a02f1fb8e0ca8e1d1d650fd96720,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,uncultured,uncultured_bacterium
9ebd4d47c25e82ab5fff6ca85f1ad499,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,uncultured_bacterium
de0d9d7d59a06caa22f187b05b0f845e,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,
88b71e1405c6fc9454d1f095b298e884,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,
2eeb80ab1bdb7239ae39e5156207728b,Unassigned,,,,,,
ead6ac8326cdd55cebb5e21756c2e242,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,uncultured,uncultured,
26dbef51cdba97c1f8b84a235ea06f3c,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
3959dadb949dc75fe090a8582324520e,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
3cc4cb22159bc73da050e3dc9111fde0,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,uncultured_bacterium
d41bd6e2fb9df40d818ac12a9a2bd186,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,
fb05e0a03094f849281729eef59defad,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Larkinella,uncultured_bacterium
aa79fbedfcc07eac6d8cffd04af46795,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,uncultured_bacterium
4db3d3f5b18037577fedd4075e4a0abe,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,,
54c338736db8a6a32dc77eb55f6a7efe,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,
b01446dc1ad414c97f27712f6551eb49,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,uncultured,uncultured_bacterium
452fb5aa11471df3826300cddcdd804b,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,uncultured_bacterium
7c2c8b40bababbf26268ef91b604d68a,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured_bacterium
355fd63fb252887a1b010d53f1f38672,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium,uncultured_bacterium
e0116fa81b299f5eef6bd0745a2089d0,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Larkinella,
6f89bb754b27c481adaf2ad51bf3a5b1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Azohydromonas,
a4a88c116121a038d7336b96059296ba,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aureimonas,uncultured_bacterium
8e1424012e799ceca41b58751371e1e2,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,
d60a2ab8eeda73750e30c29edaae03b9,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexales,Oligoflexus,uncultured_bacterium
2caa6f5e30708a547cc01daf8a70751d,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
fb857df9168f1f861695e6dc82772578,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,
2be26f0e3c3e8ed370a39f7f0e59b54c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,uncultured,
e8b23c9e36a4b3732e4a86b9fd4e0fe5,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
f77485fd42a21120f04ab20e1c1386d6,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadales,Armatimonadales,uncultured_bacterium
1f86fea5db63a033504e3592e2564657,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,
5fc3cc42dde2a124813e0c26d13333c2,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,
723294ec1ee446509aa7670fc18bebe3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,
d3303382b19b8ac4d8f8864337e9b9c3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
2f55de2ad5a3f403f27a436e7da00aab,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Aeribacillus,
0a8ddcda8c9ba7dbd74da70ddf0a2577,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma,
d27c795bac1e1a9b7fbd4e462231864b,Unassigned,,,,,,
eef85a5fe9c781dfb4e2e4ea598a6858,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,,
c7e1a8aa3b231018f3eecff55f7a9219,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,uncultured,uncultured_bacterium
4a48b9f7c9b07f9987ef052ce07240ff,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,uncultured,uncultured,
94e44251662880ffc5b82a1aca4ff1d8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,,
1925dfc81a49af078eb2941d43f9cde7,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,
9271df26736c525fe5053dc1f5bb98c5,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubrivirga,
d4cd07bcde4513867dd0a34d271fa979,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured_bacterium
c1636419bf8e5973fb4b366c8202a2af,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
066afe8766622cc884c30f253900b4d7,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,uncultured,uncultured_bacterium
b9b5cd8778b38524874281e184aadaa7,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,uncultured_bacterium
d619ecfb9a3c486817c9d2ad54708066,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256,uncultured_bacterium
a661ba39c0d43278213aeb74319ad55e,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,
79a5d0f5d80a70efec2edb7c080a20f5,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,,
382065f6aeddbbc5ec0a05f52076cc63,Unassigned,,,,,,
4b94ef4bdb51f1cee1420ed7c6ba5fb0,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium,uncultured_bacterium
e72037696a899c2f8c5a3ee31048d327,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma,uncultured_bacterium
9431eedb239d2e7cb257c6d88b120671,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
4de59ba8892e1868c0c3fa36a845e1c2,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexales,Oligoflexus,uncultured_bacterium
a591cee301036a5138a9ee34484dd26b,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium,uncultured_bacterium
0a165844daf38d8ce2008c94a5b4565e,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
0a6083995a945ccff07e4380ce7b8df1,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,uncultured_bacterium
76999ac259cdac568e9b6eb175694615,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,
4122683864b8a0936147b6edd900757d,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
87034c3981b272b4b64d9cc969ecfe79,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,
633fd0ea09a46b3eefc16a31f60fe1ba,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
bf555a0072159a99911256ad4cfe2268,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,
e587b303cdd67dfa8cb2c98caeee9674,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,uncultured_bacterium
f7f62b12452e9564b3f4943372503c85,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,uncultured,uncultured_bacterium
240afc4f78c797b4886fefae58644b05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,
6119a9e88dca8f17ff2fcd3664abf5d9,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,
20b2a1cd685acf58314fb59252a14448,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
